지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
211,2019-04-06 15:00,11.4,0,1.7,200,40
211,2019-04-06 16:00,11.1,0,1.9,320,40
211,2019-04-06 17:00,10.5,,2.3,320,43
211,2019-04-06 18:00,9.1,0.1,1.4,320,61
211,2019-04-06 19:00,7,0.4,2.4,20,81
211,2019-04-06 20:00,5.7,3.5,1.3,200,92
211,2019-04-06 21:00,5.8,0,1.5,180,92
211,2019-04-06 22:00,5.4,0,0.6,180,93
211,2019-04-06 23:00,4.5,,0.3,0,95
211,2019-04-07 0:00,4.3,,0.5,270,96
211,2019-04-07 1:00,4.3,,0.3,0,96
211,2019-04-07 2:00,4.2,,1,340,95
211,2019-04-07 3:00,3.9,,0.6,340,94
211,2019-04-07 4:00,3.8,,0.5,360,93
211,2019-04-07 5:00,3.7,,0.7,340,93
211,2019-04-07 6:00,3.6,,0.6,360,94
211,2019-04-07 7:00,3.5,,1.4,50,94
211,2019-04-07 8:00,3.5,,1.7,360,92
211,2019-04-07 9:00,4.3,,1.7,20,89
211,2019-04-07 10:00,6.8,,1.5,90,86
211,2019-04-07 11:00,9,,2.1,140,72
211,2019-04-07 12:00,12.8,,2.8,160,47
211,2019-04-07 13:00,15.6,,3.7,140,35
211,2019-04-07 14:00,16.2,,3.5,160,27
211,2019-04-07 15:00,17.5,,2.2,180,23
211,2019-04-07 16:00,17.9,,2.4,180,23
211,2019-04-07 17:00,17.3,,2.9,180,24
211,2019-04-07 18:00,16.6,,1.7,180,25
211,2019-04-07 19:00,13.2,,1.3,20,40
211,2019-04-07 20:00,10.4,,0.4,0,55
211,2019-04-07 21:00,8.6,,0.4,0,62
211,2019-04-07 22:00,7,,0.6,270,67
211,2019-04-07 23:00,5.8,,0.2,0,71
211,2019-04-08 0:00,5.8,,0.3,0,71
211,2019-04-08 1:00,6.2,,0.4,0,72
211,2019-04-08 2:00,5.8,,0.5,340,76
211,2019-04-08 3:00,4.3,,0.5,180,82
211,2019-04-08 4:00,3.2,,0.3,0,81
211,2019-04-08 5:00,2.4,,0.4,0,82
211,2019-04-08 6:00,1.6,,0.5,20,82
211,2019-04-08 7:00,1.9,,0.1,0,77
211,2019-04-08 8:00,4.9,,1.4,180,75
211,2019-04-08 9:00,11.1,,3.2,160,27
211,2019-04-08 10:00,13,,1.6,320,21
211,2019-04-08 11:00,13.7,,2.9,180,16
211,2019-04-08 12:00,14.1,,3.9,340,14
211,2019-04-08 13:00,15.2,,4.2,180,14
211,2019-04-08 14:00,15.5,,2.4,200,13
211,2019-04-08 15:00,16.3,,3.6,160,14
211,2019-04-08 16:00,16.4,,2.7,320,13
211,2019-04-08 17:00,14.3,,4.6,50,19
211,2019-04-08 18:00,11.8,,4.6,360,23
211,2019-04-08 19:00,10.7,,1.3,70,25
211,2019-04-08 20:00,8.3,,0.9,320,34
211,2019-04-08 21:00,6.6,,1.1,320,40
211,2019-04-08 22:00,5.3,,1,340,46
211,2019-04-08 23:00,4.1,,0.9,20,50
211,2019-04-09 0:00,3.9,,1.3,20,51
211,2019-04-09 1:00,3.5,,1.2,360,52
211,2019-04-09 2:00,2.8,,1.2,360,55
211,2019-04-09 3:00,2.1,,1,360,59
211,2019-04-09 4:00,1.7,,1.3,340,60
211,2019-04-09 5:00,0.9,,1,340,64
211,2019-04-09 6:00,0.5,,1.7,20,67
211,2019-04-09 7:00,0.4,,2.4,360,70
211,2019-04-09 8:00,2.4,,2.5,360,57
211,2019-04-09 9:00,5.2,,1.9,340,45
211,2019-04-09 10:00,9.7,,0.7,320,33
211,2019-04-09 11:00,14,,2.9,20,17
211,2019-04-09 12:00,13.4,,3.5,20,20
211,2019-04-09 13:00,12.8,,2.5,70,24
211,2019-04-09 14:00,12,,3.3,20,27
211,2019-04-09 15:00,11.3,,3.1,20,29
211,2019-04-09 16:00,10.2,,2.4,90,38
211,2019-04-09 17:00,9.5,,1.7,70,41
211,2019-04-09 18:00,8.7,,2.6,160,46
211,2019-04-09 19:00,6.2,0,0.9,140,71
211,2019-04-09 20:00,5.4,0.5,2.3,360,79
211,2019-04-09 21:00,4.7,1.5,2.8,20,84
211,2019-04-09 22:00,4.3,1.5,1.6,50,88
211,2019-04-09 23:00,3.8,2,1.5,50,89
211,2019-04-10 0:00,3.9,1.5,3.2,20,87
211,2019-04-10 1:00,3.8,1,3.3,360,86
211,2019-04-10 2:00,3.6,0.5,2.7,50,89
211,2019-04-10 3:00,3.8,0,3,360,88
211,2019-04-10 4:00,4,,2.3,20,86
211,2019-04-10 5:00,4.3,,2.4,20,83
211,2019-04-10 6:00,4.3,0,2.3,20,84
211,2019-04-10 7:00,4.4,0,3.4,20,82
211,2019-04-10 8:00,4.9,,3.7,360,80
211,2019-04-10 9:00,5.5,,4.2,20,77
211,2019-04-10 10:00,6.1,,3.7,20,75
211,2019-04-10 11:00,6.4,,3,360,74
211,2019-04-10 12:00,6.5,0,3.3,20,78
211,2019-04-10 13:00,6.9,0.5,3.5,20,76
211,2019-04-10 14:00,7.9,0,3.3,20,74
211,2019-04-10 15:00,8,,4.4,360,65
211,2019-04-10 16:00,8.1,,3.7,20,61
211,2019-04-10 17:00,7.9,,3.2,360,63
211,2019-04-10 18:00,7.3,,2.5,20,69
211,2019-04-10 19:00,6.7,,2.3,20,71
211,2019-04-10 20:00,5.8,,1,360,77
211,2019-04-10 21:00,4.2,,1.4,340,85
211,2019-04-10 22:00,3.1,,0.9,320,89
211,2019-04-10 23:00,2.2,,1.2,360,92
211,2019-04-11 0:00,1.6,,1,340,92
211,2019-04-11 1:00,1.7,,0.5,360,92
211,2019-04-11 2:00,2.2,,1.5,50,93
211,2019-04-11 3:00,2.2,,1.7,50,94
211,2019-04-11 4:00,2.2,,1.4,50,94
211,2019-04-11 5:00,2.1,,1.8,50,94
211,2019-04-11 6:00,2.2,,1.6,50,94
211,2019-04-11 7:00,2.7,,1.5,50,92
211,2019-04-11 8:00,3.1,,1,50,89
211,2019-04-11 9:00,3.8,,0.9,290,87
211,2019-04-11 10:00,6.1,,1.4,140,77
211,2019-04-11 11:00,9.4,,2.1,160,63
211,2019-04-11 12:00,12.8,,2.1,160,46
211,2019-04-11 13:00,12.7,,2.5,230,34
211,2019-04-11 14:00,13,,2.2,180,30
211,2019-04-11 15:00,13,,1,90,30
211,2019-04-11 16:00,13.2,,1.4,180,31
211,2019-04-11 17:00,13.1,,3.2,160,34
211,2019-04-11 18:00,11.1,,2.9,20,48
211,2019-04-11 19:00,10.1,,1.7,50,56
211,2019-04-11 20:00,8.4,,0.8,320,66
211,2019-04-11 21:00,7.5,,0.9,20,72
211,2019-04-11 22:00,7.1,,0.9,20,73
211,2019-04-11 23:00,6.3,,1,360,76
211,2019-04-12 0:00,5.3,,0.6,320,80
211,2019-04-12 1:00,5,,0.3,0,82
211,2019-04-12 2:00,4.7,,0.2,0,83
211,2019-04-12 3:00,4.2,,0.1,0,86
211,2019-04-12 4:00,3.3,,0.2,0,88
211,2019-04-12 5:00,2.9,,0.3,0,89
211,2019-04-12 6:00,2.5,,0.9,340,92
211,2019-04-12 7:00,2.2,,0.3,0,93
211,2019-04-12 8:00,4.1,,0.4,0,85
211,2019-04-12 9:00,7.2,,0.7,140,71
211,2019-04-12 10:00,11,,3.1,180,48
211,2019-04-12 11:00,13.9,,3.2,160,34
211,2019-04-12 12:00,15.3,,2.8,160,30
211,2019-04-12 13:00,15.9,,2.7,140,24
211,2019-04-12 14:00,16.2,,1.9,50,22
211,2019-04-12 15:00,16.6,,2.9,180,19
211,2019-04-12 16:00,16.6,,5.1,180,22
211,2019-04-12 17:00,16.4,,2.9,160,21
211,2019-04-12 18:00,15.4,,1.5,250,23
211,2019-04-12 19:00,11.9,,0.5,320,35
211,2019-04-12 20:00,10.2,,0.5,290,40
211,2019-04-12 21:00,8.4,,0.3,0,52
211,2019-04-12 22:00,7,,0.2,0,63
211,2019-04-12 23:00,5.6,,0.2,0,71
211,2019-04-13 0:00,4.9,,0.4,0,69
211,2019-04-13 1:00,4,,0.1,0,72
211,2019-04-13 2:00,3.3,,0.2,0,75
211,2019-04-13 3:00,2.6,,0.2,0,78
211,2019-04-13 4:00,2.1,,0.1,0,81
211,2019-04-13 5:00,1.6,,0,0,83
211,2019-04-13 6:00,1.1,,0.3,0,84
211,2019-04-13 7:00,1.8,,0.4,0,84
211,2019-04-13 8:00,4.3,,0.4,0,73
211,2019-04-13 9:00,7.7,,0.9,180,60
211,2019-04-13 10:00,12.1,,2.9,160,35
211,2019-04-13 11:00,14.1,,4.5,180,23
211,2019-04-13 12:00,15.3,,5,160,18
211,2019-04-13 13:00,15.8,,4.2,140,21
211,2019-04-13 14:00,16.3,,4.3,160,19
211,2019-04-13 15:00,16.9,,3.9,180,18
211,2019-04-13 16:00,16.7,,3.9,160,19
211,2019-04-13 17:00,16.4,,4.1,160,18
211,2019-04-13 18:00,15.5,,3.1,160,18
211,2019-04-13 19:00,14.6,,3.5,180,20
211,2019-04-13 20:00,13.8,,2.5,180,23
211,2019-04-13 21:00,11.8,,1.5,200,30
211,2019-04-13 22:00,8.8,,0.6,180,45
211,2019-04-13 23:00,7.6,,0.5,320,51
211,2019-04-14 0:00,7,,0.1,0,55
211,2019-04-14 1:00,6.7,,0.2,0,59
211,2019-04-14 2:00,6.6,,0.6,110,63
211,2019-04-14 3:00,5.6,,0.2,0,65
211,2019-04-14 4:00,4.3,,0.2,0,69
211,2019-04-14 5:00,4,,0.2,0,71
211,2019-04-14 6:00,4.5,,0.3,0,71
211,2019-04-14 7:00,5.9,,2.3,180,62
211,2019-04-14 8:00,7.8,,2.9,160,46
211,2019-04-14 9:00,9,,3.2,200,36
211,2019-04-14 10:00,7.3,0,5,160,59
211,2019-04-14 11:00,5.8,0.4,2.1,160,72
211,2019-04-14 12:00,5.5,0.1,3,160,79
211,2019-04-14 13:00,5.4,1.5,3.1,160,82
211,2019-04-14 14:00,6.5,0.5,3.6,160,83
211,2019-04-14 15:00,7.6,,4.1,160,78
211,2019-04-14 16:00,8.2,0,2.9,180,75
211,2019-04-14 17:00,7.1,1.5,1.9,50,86
211,2019-04-14 18:00,7.5,0,0.7,290,88
211,2019-04-14 19:00,7,0,1,320,91
211,2019-04-14 20:00,5.1,,0.7,250,91
211,2019-04-14 21:00,4.5,,0.9,270,89
211,2019-04-14 22:00,2.8,,0.5,160,93
211,2019-04-14 23:00,2.2,,0.3,0,94
211,2019-04-15 0:00,1.2,,0.1,0,95
211,2019-04-15 1:00,1.2,,0.2,0,95
211,2019-04-15 2:00,1.3,,0.7,270,95
211,2019-04-15 3:00,0.8,,1,340,96
211,2019-04-15 4:00,0.8,,0.4,0,96
211,2019-04-15 5:00,0.7,,1.2,340,95
211,2019-04-15 6:00,0.7,,0.7,340,94
211,2019-04-15 7:00,1.1,,1.1,340,92
211,2019-04-15 8:00,2.4,,1.2,140,87
211,2019-04-15 9:00,4.9,,1.8,160,76
211,2019-04-15 10:00,9,,3,180,46
211,2019-04-15 11:00,11.8,,3.5,180,36
211,2019-04-15 12:00,14.1,,3.7,180,30
211,2019-04-15 13:00,16.1,,3.8,180,25
211,2019-04-15 14:00,17.6,,4.5,160,21
211,2019-04-15 15:00,18.7,,5.4,160,19
211,2019-04-15 16:00,18.7,,5.1,160,17
211,2019-04-15 17:00,18.3,,4.4,160,18
211,2019-04-15 18:00,16.9,,4.4,180,19
211,2019-04-15 19:00,15.9,,4.2,160,17
211,2019-04-15 20:00,14.6,,3.3,160,20
211,2019-04-15 21:00,13.6,,2.8,140,21
211,2019-04-15 22:00,8.7,,0.9,320,41
211,2019-04-15 23:00,6.8,,0.3,0,49
211,2019-04-16 0:00,5.4,,0.1,0,56
211,2019-04-16 1:00,4.3,,0.3,0,63
211,2019-04-16 2:00,3.4,,0.2,0,68
211,2019-04-16 3:00,2.6,,0.2,0,72
211,2019-04-16 4:00,2,,0.2,0,76
211,2019-04-16 5:00,1.5,,0.1,0,75
211,2019-04-16 6:00,0.9,,0.1,0,78
211,2019-04-16 7:00,2.1,,0,0,78
211,2019-04-16 8:00,5.2,,0.4,0,60
211,2019-04-16 9:00,9.1,,0.8,160,50
211,2019-04-16 10:00,14.5,,2.4,160,28
211,2019-04-16 11:00,16.8,,3,140,25
211,2019-04-16 12:00,18.6,,4.4,160,18
211,2019-04-16 13:00,19.3,,4.9,160,15
211,2019-04-16 14:00,19.6,,3.6,180,15
211,2019-04-16 15:00,20.8,,2.8,200,14
211,2019-04-16 16:00,20.3,,4.6,160,14
211,2019-04-16 17:00,19.8,,4.6,180,13
211,2019-04-16 18:00,19.2,,2,180,14
211,2019-04-16 19:00,18.6,,3.9,160,13
211,2019-04-16 20:00,12.9,,0.7,270,28
211,2019-04-16 21:00,10.8,,0.2,0,33
211,2019-04-16 22:00,8.8,,0.1,0,43
211,2019-04-16 23:00,7.6,,0.2,0,51
211,2019-04-17 0:00,6.4,,0.1,0,54
211,2019-04-17 1:00,5.2,,0,0,58
211,2019-04-17 2:00,4.4,,0.1,0,61
211,2019-04-17 3:00,3.9,,0.5,320,64
211,2019-04-17 4:00,3.5,,0.4,0,66
211,2019-04-17 5:00,3,,0.1,0,68
211,2019-04-17 6:00,2.3,,0.2,0,70
211,2019-04-17 7:00,3.2,,0.2,0,67
211,2019-04-17 8:00,5.7,,0.9,110,57
211,2019-04-17 9:00,9.2,,0.9,160,42
211,2019-04-17 10:00,15.6,,2.1,140,24
211,2019-04-17 11:00,18.9,,3.2,160,17
211,2019-04-17 12:00,20.5,,4.3,180,15
211,2019-04-17 13:00,21.2,,4.5,160,15
211,2019-04-17 14:00,21.6,,3.5,180,15
211,2019-04-17 15:00,22.3,,3,180,15
211,2019-04-17 16:00,22.3,,2.5,140,15
211,2019-04-17 17:00,21.8,,2.9,160,15
211,2019-04-17 18:00,20.6,,4.2,180,17
211,2019-04-17 19:00,19.5,,3.2,180,25
211,2019-04-17 20:00,18.4,,2.6,200,27
211,2019-04-17 21:00,15.3,,1.1,230,35
211,2019-04-17 22:00,12.7,,0.5,180,50
211,2019-04-17 23:00,11.7,,0.5,200,55
211,2019-04-18 0:00,11.2,,0.4,0,57
211,2019-04-18 1:00,11,,1.7,160,60
211,2019-04-18 2:00,12.1,,2.7,160,54
211,2019-04-18 3:00,12.1,,2.1,180,56
211,2019-04-18 4:00,10.2,,1.1,230,66
211,2019-04-18 5:00,9.7,,1.2,230,68
211,2019-04-18 6:00,8.8,,1.4,200,74
211,2019-04-18 7:00,9.9,,0.7,200,69
211,2019-04-18 8:00,11.8,,3.1,160,63
211,2019-04-18 9:00,14.6,,3.7,180,54
211,2019-04-18 10:00,15,,5.1,160,51
211,2019-04-18 11:00,15.9,,4.5,180,43
211,2019-04-18 12:00,15.2,,4.6,160,47
211,2019-04-18 13:00,15.2,,4.8,180,50
211,2019-04-18 14:00,15.1,,3.5,160,55
211,2019-04-18 15:00,15,,2.8,180,58
211,2019-04-18 16:00,14.8,,3.5,180,61
211,2019-04-18 17:00,14.1,,2.2,180,69
211,2019-04-18 18:00,14.2,,3.9,160,69
211,2019-04-18 19:00,14,,2.1,200,70
211,2019-04-18 20:00,13.6,,0.9,230,72
211,2019-04-18 21:00,12.4,,0.6,320,76
211,2019-04-18 22:00,10.6,,1,90,80
211,2019-04-18 23:00,9.7,,1.6,340,82
211,2019-04-19 0:00,8.2,,0.7,290,88
211,2019-04-19 1:00,8.2,,1.6,20,87
211,2019-04-19 2:00,9.4,,1.7,340,81
211,2019-04-19 3:00,9.7,,2.2,20,71
211,2019-04-19 4:00,9.2,,1.3,50,66
211,2019-04-19 5:00,8.5,,2.2,20,62
211,2019-04-19 6:00,7.8,,1.5,50,58
211,2019-04-19 7:00,8.2,,1.8,20,58
211,2019-04-19 8:00,9.4,,2.3,20,48
211,2019-04-19 9:00,10.2,,3.1,20,44
211,2019-04-19 10:00,11.1,,2.6,20,40
211,2019-04-19 11:00,11.6,,1.7,20,40
211,2019-04-19 12:00,11.8,,2.4,20,44
211,2019-04-19 13:00,12.8,,1.8,200,42
211,2019-04-19 14:00,13.7,,1.6,250,40
211,2019-04-19 15:00,15.2,,1.9,160,40
211,2019-04-19 16:00,16.2,,2.1,160,38
211,2019-04-19 17:00,17.2,,1.4,160,34
211,2019-04-19 18:00,15.4,,1.2,200,39
211,2019-04-19 19:00,12.5,,1.1,320,51
211,2019-04-19 20:00,10.8,,0.4,0,57
211,2019-04-19 21:00,9.1,,0.5,360,64
211,2019-04-19 22:00,8.3,,1.1,340,66
211,2019-04-19 23:00,6.5,,0.7,340,73
211,2019-04-20 0:00,5.8,,0.5,290,77
211,2019-04-20 1:00,5.1,,0.8,20,79
211,2019-04-20 2:00,4.1,,0.7,320,85
211,2019-04-20 3:00,3.3,,0,0,88
211,2019-04-20 4:00,2.7,,0.1,0,90
211,2019-04-20 5:00,2.3,,0.3,0,91
211,2019-04-20 6:00,1.9,,0.2,0,92
211,2019-04-20 7:00,3.1,,0.6,140,90
211,2019-04-20 8:00,5.5,,0.6,140,80
211,2019-04-20 9:00,9.4,,1,160,66
211,2019-04-20 10:00,13.7,,3,180,52
211,2019-04-20 11:00,16.2,,2.3,160,49
211,2019-04-20 12:00,17.4,,3,200,45
211,2019-04-20 13:00,18.5,,4.2,160,43
211,2019-04-20 14:00,19.5,,3.7,200,33
211,2019-04-20 15:00,20,,2.9,180,33
211,2019-04-20 16:00,19.6,,2.5,200,33
211,2019-04-20 17:00,19.2,,2.5,230,34
211,2019-04-20 18:00,18.3,,3.5,160,40
211,2019-04-20 19:00,17.4,,2.7,160,44
211,2019-04-20 20:00,16.6,,2.3,160,47
211,2019-04-20 21:00,15.6,0,2.8,180,48
211,2019-04-20 22:00,13.6,0,0.8,230,68
211,2019-04-20 23:00,12.2,0.2,0.6,110,84
211,2019-04-21 0:00,12.7,,2.1,160,79
211,2019-04-21 1:00,12.2,0.1,0.9,140,82
211,2019-04-21 2:00,12.3,,0.8,200,83
211,2019-04-21 3:00,13.2,,1.4,160,78
211,2019-04-21 4:00,13.3,,0.8,200,78
211,2019-04-21 5:00,13,,1,200,82
211,2019-04-21 6:00,13.1,,1,250,81
211,2019-04-21 7:00,13.3,,0.6,200,81
211,2019-04-21 8:00,14.2,,1.7,250,76
211,2019-04-21 9:00,15.4,,1.5,160,71
211,2019-04-21 10:00,16,,1.3,200,66
211,2019-04-21 11:00,16.9,,2.2,160,63
211,2019-04-21 12:00,18.8,,2.5,160,55
211,2019-04-21 13:00,19.2,,3.3,180,55
211,2019-04-21 14:00,21.5,,3.7,160,48
211,2019-04-21 15:00,21.6,,3.4,180,47
211,2019-04-21 16:00,21,,3.4,180,48
211,2019-04-21 17:00,21.1,,2.9,180,50
211,2019-04-21 18:00,20.1,,3.3,180,53
211,2019-04-21 19:00,19.2,,2,230,56
211,2019-04-21 20:00,18.1,,1.8,180,61
211,2019-04-21 21:00,15.2,,0.8,320,72
211,2019-04-21 22:00,13.9,,0.3,0,78
211,2019-04-21 23:00,12.7,,0.2,0,82
211,2019-04-22 0:00,12,,0.5,180,86
211,2019-04-22 1:00,11.1,,0.1,0,90
211,2019-04-22 2:00,10.5,,0.4,0,91
211,2019-04-22 3:00,9.6,,0.4,0,92
211,2019-04-22 4:00,9.3,,0.8,340,92
211,2019-04-22 5:00,8.5,,0.4,0,94
211,2019-04-22 6:00,8.4,,1,360,94
211,2019-04-22 7:00,9.3,,1.3,360,91
211,2019-04-22 8:00,11.3,,1.8,340,84
211,2019-04-22 9:00,14.2,,0.8,250,70
211,2019-04-22 10:00,18.2,,3.2,70,57
211,2019-04-22 11:00,21.7,,2,20,42
211,2019-04-22 12:00,22.8,,3.3,20,35
211,2019-04-22 13:00,24.3,,2.6,50,33
211,2019-04-22 14:00,25.1,,2.9,20,31
211,2019-04-22 15:00,24.9,,3.7,20,32
211,2019-04-22 16:00,23.2,,4.2,50,39
211,2019-04-22 17:00,21.2,,4.3,50,48
211,2019-04-22 18:00,19,,3.5,50,57
211,2019-04-22 19:00,16.7,,3.5,50,66
211,2019-04-22 20:00,15.4,,2.3,50,72
211,2019-04-22 21:00,14.6,,2.2,20,76
211,2019-04-22 22:00,13.8,,2.1,360,79
211,2019-04-22 23:00,13.1,,2,340,81
211,2019-04-23 0:00,12.6,,1.7,20,84
211,2019-04-23 1:00,11.4,,0.6,340,85
211,2019-04-23 2:00,11,,0.9,340,88
211,2019-04-23 3:00,10,,0,0,90
211,2019-04-23 4:00,9.6,,0.1,0,92
211,2019-04-23 5:00,9.4,,0,0,91
211,2019-04-23 6:00,9.1,,0.9,360,92
211,2019-04-23 7:00,10.2,,0.5,110,90
211,2019-04-23 8:00,12.1,,1,90,82
211,2019-04-23 9:00,15.5,,0.7,140,68
211,2019-04-23 10:00,20.4,,1,140,53
211,2019-04-23 11:00,24,,2.1,140,44
211,2019-04-23 12:00,25,,2.4,140,39
211,2019-04-23 13:00,26,,2.9,180,34
211,2019-04-23 14:00,26.1,,2.9,200,31
211,2019-04-23 15:00,26.4,,2.2,200,30
211,2019-04-23 16:00,25.9,,2.2,180,33
211,2019-04-23 17:00,25.2,,2.6,160,32
211,2019-04-23 18:00,24.5,,1.6,180,36
211,2019-04-23 19:00,23.4,,2.5,160,40
211,2019-04-23 20:00,22.6,,2.6,160,41
211,2019-04-23 21:00,21.5,,2.4,180,42
211,2019-04-23 22:00,18.7,,0.4,0,54
211,2019-04-23 23:00,17.5,,0.7,180,60
211,2019-04-24 0:00,16.3,,0.4,0,66
211,2019-04-24 1:00,15.7,,0.3,0,71
211,2019-04-24 2:00,15.4,,0,0,74
211,2019-04-24 3:00,15.1,,0,0,78
211,2019-04-24 4:00,14.7,0,0.1,0,82
211,2019-04-24 5:00,13.9,0.4,0.4,0,89
211,2019-04-24 6:00,13.6,1.1,0.3,0,94
211,2019-04-24 7:00,13.4,1,0.7,20,94
211,2019-04-24 8:00,14,1,0.9,50,95
211,2019-04-24 9:00,15,0,0.9,110,92
211,2019-04-24 10:00,16.4,,0.9,180,85
211,2019-04-24 11:00,18.3,,1.6,160,75
211,2019-04-24 12:00,21.3,,2.6,180,66
211,2019-04-24 13:00,23.2,,2.7,180,57
211,2019-04-24 14:00,23.9,,2.8,200,51
211,2019-04-24 15:00,24.9,,2.7,180,49
211,2019-04-24 16:00,25.2,,2.8,180,46
211,2019-04-24 17:00,18.6,4.5,1.4,230,89
211,2019-04-24 18:00,18.6,,0.6,250,90
