지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
211,2019-05-13 0:00,12.6,,3.8,20,82
211,2019-05-13 1:00,12.6,,2.5,20,81
211,2019-05-13 2:00,12.4,,2.1,50,82
211,2019-05-13 3:00,12.3,,1.8,20,82
211,2019-05-13 4:00,12.1,,1.8,20,83
211,2019-05-13 5:00,12,,2.1,20,83
211,2019-05-13 6:00,11.9,,1.1,50,83
211,2019-05-13 7:00,12.1,,1.3,50,82
211,2019-05-13 8:00,12.8,,2.3,20,79
211,2019-05-13 9:00,14,,1.9,20,75
211,2019-05-13 10:00,16.2,,0.8,50,66
211,2019-05-13 11:00,18,,0.6,180,63
211,2019-05-13 12:00,19.5,,1.4,160,52
211,2019-05-13 13:00,20.9,,1.9,160,44
211,2019-05-13 14:00,21.7,,1.5,160,45
211,2019-05-13 15:00,21.6,,1,160,45
211,2019-05-13 16:00,21.5,,1.6,140,42
211,2019-05-13 17:00,20.9,,0.4,0,54
211,2019-05-13 18:00,19.5,,0.7,200,60
211,2019-05-13 19:00,18.2,,0.7,20,61
211,2019-05-13 20:00,17.1,,0.8,200,69
211,2019-05-13 21:00,16.9,,1.2,180,69
211,2019-05-13 22:00,16.3,,0.9,200,68
211,2019-05-13 23:00,15.5,,0.8,200,72
211,2019-05-14 0:00,15.2,,1.2,200,72
211,2019-05-14 1:00,14.7,,0.6,140,71
211,2019-05-14 2:00,14,,0.4,0,73
211,2019-05-14 3:00,13.5,,0.3,0,76
211,2019-05-14 4:00,11.8,,0.2,0,81
211,2019-05-14 5:00,10.9,,0.2,0,84
211,2019-05-14 6:00,10.6,,0.1,0,88
211,2019-05-14 7:00,11.8,,0.7,110,88
211,2019-05-14 8:00,14.9,,1.2,140,75
211,2019-05-14 9:00,17,,1.7,160,63
211,2019-05-14 10:00,19.2,,2.4,160,53
211,2019-05-14 11:00,21.2,,2.7,140,44
211,2019-05-14 12:00,22.3,,3.4,160,36
211,2019-05-14 13:00,24.1,,3.6,160,26
211,2019-05-14 14:00,24.9,,3.1,160,24
211,2019-05-14 15:00,24.9,,3.2,160,25
211,2019-05-14 16:00,25.3,,3.6,160,25
211,2019-05-14 17:00,24.6,,2.5,160,25
211,2019-05-14 18:00,23.9,,1.8,200,28
211,2019-05-14 19:00,21.7,,0.7,270,36
211,2019-05-14 20:00,18.4,,0.3,0,47
211,2019-05-14 21:00,16.3,,0.2,0,57
211,2019-05-14 22:00,15,,0.2,0,64
211,2019-05-14 23:00,13.5,,0.3,0,73
211,2019-05-15 0:00,12.6,,0.5,360,71
211,2019-05-15 1:00,11.8,,1,340,73
211,2019-05-15 2:00,10.9,,0.5,290,76
211,2019-05-15 3:00,10.3,,0.2,0,79
211,2019-05-15 4:00,9.5,,0.3,0,82
211,2019-05-15 5:00,9.4,,0.2,0,84
211,2019-05-15 6:00,9.3,,0.5,320,86
211,2019-05-15 7:00,10.8,,0.8,50,83
211,2019-05-15 8:00,12.8,,1,50,76
211,2019-05-15 9:00,15.7,,1.3,70,63
211,2019-05-15 10:00,19.4,,0.8,20,51
211,2019-05-15 11:00,22.4,,1.2,160,44
211,2019-05-15 12:00,25.7,,2.3,160,29
211,2019-05-15 13:00,26.1,,2.9,230,29
211,2019-05-15 14:00,26.5,,2.5,230,27
211,2019-05-15 15:00,25.5,,2.4,200,30
211,2019-05-15 16:00,25.9,,2.5,230,31
211,2019-05-15 17:00,25.8,,1.4,250,33
211,2019-05-15 18:00,24.7,,1.9,200,28
211,2019-05-15 19:00,21.7,,0.8,290,36
211,2019-05-15 20:00,18.6,,0.4,0,51
211,2019-05-15 21:00,17.1,,0.8,320,52
211,2019-05-15 22:00,15.4,,0.2,0,57
211,2019-05-15 23:00,14,,0.4,0,62
211,2019-05-16 0:00,13.2,,0.4,0,70
211,2019-05-16 1:00,12.7,,0.3,0,71
211,2019-05-16 2:00,12.1,,0.2,0,75
211,2019-05-16 3:00,11.9,,0,0,76
211,2019-05-16 4:00,11.6,,0.2,0,79
211,2019-05-16 5:00,11.2,,0.1,0,79
211,2019-05-16 6:00,11,,0.3,0,82
211,2019-05-16 7:00,12.6,,0.4,0,79
211,2019-05-16 8:00,14.7,,0.6,110,69
211,2019-05-16 9:00,17.9,,0.7,230,60
211,2019-05-16 10:00,22,,2.5,160,51
211,2019-05-16 11:00,24.6,,2.6,160,41
211,2019-05-16 12:00,26,,2.1,160,34
211,2019-05-16 13:00,27.5,,3.4,180,28
211,2019-05-16 14:00,27.9,,2.9,230,27
211,2019-05-16 15:00,27.9,,4.5,180,27
211,2019-05-16 16:00,27.7,,3.1,180,28
211,2019-05-16 17:00,28.1,,1.2,200,28
211,2019-05-16 18:00,26.2,,0.9,250,32
211,2019-05-16 19:00,23.4,,0.7,320,43
211,2019-05-16 20:00,20.6,,0.1,0,52
211,2019-05-16 21:00,19.2,,0,0,59
211,2019-05-16 22:00,17.5,,0.2,0,66
211,2019-05-16 23:00,16.2,,0,0,69
211,2019-05-17 0:00,15.1,,0.3,0,74
211,2019-05-17 1:00,14,,0.1,0,77
211,2019-05-17 2:00,13.2,,0.2,0,80
211,2019-05-17 3:00,12.6,,0.1,0,82
211,2019-05-17 4:00,12.2,,0.3,0,84
211,2019-05-17 5:00,11.7,,0.4,0,85
211,2019-05-17 6:00,11.5,,0.2,0,86
211,2019-05-17 7:00,13.4,,0.7,70,83
211,2019-05-17 8:00,15.7,,0.9,50,74
211,2019-05-17 9:00,18.9,,1.3,70,61
211,2019-05-17 10:00,22.1,,0.9,140,50
211,2019-05-17 11:00,26,,1.5,110,36
211,2019-05-17 12:00,26.9,,2.3,160,35
211,2019-05-17 13:00,27.3,,2.6,230,33
211,2019-05-17 14:00,27.2,,2.5,230,34
211,2019-05-17 15:00,27.1,,1.7,200,35
211,2019-05-17 16:00,27.2,,2,200,34
211,2019-05-17 17:00,26.5,,1.6,230,39
211,2019-05-17 18:00,25.4,,1.4,200,46
211,2019-05-17 19:00,24.1,,0.7,200,52
211,2019-05-17 20:00,22.1,,0.3,0,56
211,2019-05-17 21:00,20.5,,0.2,0,65
211,2019-05-17 22:00,19.8,,0.3,0,67
211,2019-05-17 23:00,19,,0.1,0,69
211,2019-05-18 0:00,18.2,,0.1,0,73
211,2019-05-18 1:00,17.9,,0.4,0,73
211,2019-05-18 2:00,17.6,,0.2,0,78
211,2019-05-18 3:00,17.3,,0.2,0,79
211,2019-05-18 4:00,17.1,,0.4,0,79
211,2019-05-18 5:00,16.8,,0.1,0,79
211,2019-05-18 6:00,16.6,,0.9,320,81
211,2019-05-18 7:00,17.1,,0.6,340,80
211,2019-05-18 8:00,18.1,,0.7,360,76
211,2019-05-18 9:00,21,,1.8,70,61
211,2019-05-18 10:00,22.8,,0.9,140,51
211,2019-05-18 11:00,24.2,0,1.6,110,36
211,2019-05-18 12:00,24.6,,2.3,180,33
211,2019-05-18 13:00,24.3,,1.8,140,35
211,2019-05-18 14:00,25.1,,2,140,35
211,2019-05-18 15:00,23.8,0,2.6,200,43
211,2019-05-18 16:00,23,0,1.5,180,48
211,2019-05-18 17:00,23.4,,1.5,90,48
211,2019-05-18 18:00,23,,1.6,180,51
211,2019-05-18 19:00,22.6,,0.6,320,53
211,2019-05-18 20:00,21.2,,0.5,270,60
211,2019-05-18 21:00,20.4,,1.3,320,63
211,2019-05-18 22:00,19.3,,0.2,0,70
211,2019-05-18 23:00,17.8,,0.2,0,74
211,2019-05-19 0:00,17.1,,1.6,320,77
211,2019-05-19 1:00,16,,0,0,81
211,2019-05-19 2:00,16.4,,0.2,0,79
211,2019-05-19 3:00,16.5,,0.6,320,79
211,2019-05-19 4:00,15.2,,0.1,0,82
211,2019-05-19 5:00,14.9,,1.1,340,85
211,2019-05-19 6:00,14.9,,0.2,0,85
211,2019-05-19 7:00,16.4,,1.3,20,81
211,2019-05-19 8:00,18.5,,1.4,360,73
211,2019-05-19 9:00,19.7,,1.7,70,66
211,2019-05-19 10:00,22,,1,70,60
211,2019-05-19 11:00,23.3,,2,230,56
211,2019-05-19 12:00,23.7,,1.8,200,56
211,2019-05-19 13:00,21.9,0,1.6,270,64
211,2019-05-19 14:00,20.1,0.5,1.9,160,85
211,2019-05-19 15:00,19.8,1.5,1.1,180,90
211,2019-05-19 16:00,20.2,0.5,0.8,180,89
211,2019-05-19 17:00,20.9,,2,160,86
211,2019-05-19 18:00,20.7,0,1.3,180,88
211,2019-05-19 19:00,20,0,1.8,180,89
211,2019-05-19 20:00,19.5,1,0.9,160,92
211,2019-05-19 21:00,19.3,0,0.9,180,93
211,2019-05-19 22:00,19,1.5,0.6,200,94
211,2019-05-19 23:00,18.9,0,1.2,200,94
211,2019-05-20 0:00,19,,2.1,180,92
211,2019-05-20 1:00,19.1,0.1,3.4,160,86
211,2019-05-20 2:00,19.2,0.1,3.7,160,85
211,2019-05-20 3:00,19.5,,3.8,180,82
211,2019-05-20 4:00,19.5,0,5,180,80
211,2019-05-20 5:00,18.8,1.3,4.7,180,87
211,2019-05-20 6:00,15.4,2,4,340,75
211,2019-05-20 7:00,14.3,0,1.2,230,87
211,2019-05-20 8:00,15.7,,2.3,180,79
211,2019-05-20 9:00,17.3,,4.8,180,61
211,2019-05-20 10:00,17.6,,4.9,180,53
211,2019-05-20 11:00,18.1,,5.4,180,46
211,2019-05-20 12:00,18.2,,5.3,180,39
211,2019-05-20 13:00,18.7,,6.7,160,36
211,2019-05-20 14:00,19.1,,5.4,160,33
211,2019-05-20 15:00,18.1,,6.3,180,37
211,2019-05-20 16:00,18.7,,4.4,180,35
211,2019-05-20 17:00,18,,5.4,160,39
211,2019-05-20 18:00,16.9,,4.8,160,45
211,2019-05-20 19:00,16.5,,2.9,200,40
211,2019-05-20 20:00,15.8,,1.4,230,39
211,2019-05-20 21:00,12.8,,0.8,340,57
211,2019-05-20 22:00,13.7,,2.8,200,59
211,2019-05-20 23:00,12.7,,2,180,64
211,2019-05-21 0:00,10.7,,0.9,20,71
211,2019-05-21 1:00,11.4,,2.2,160,70
211,2019-05-21 2:00,8.5,,0.2,0,81
211,2019-05-21 3:00,9,,0.8,290,78
211,2019-05-21 4:00,7.6,,0.6,290,86
211,2019-05-21 5:00,8.2,,1,200,87
211,2019-05-21 6:00,8.2,,0.6,340,83
211,2019-05-21 7:00,10.2,,2.4,140,77
211,2019-05-21 8:00,11.8,,3.4,160,69
211,2019-05-21 9:00,13.9,,3.9,160,62
211,2019-05-21 10:00,15.9,,3.4,160,56
211,2019-05-21 11:00,18.3,,4.2,160,48
211,2019-05-21 12:00,20.1,,4.6,160,40
211,2019-05-21 13:00,20.4,,5.5,160,35
211,2019-05-21 14:00,21.2,,4.4,180,30
211,2019-05-21 15:00,22.6,,6.5,160,23
211,2019-05-21 16:00,22.3,,5.7,180,22
211,2019-05-21 17:00,21.6,,5,160,22
211,2019-05-21 18:00,20.9,,5.2,160,21
211,2019-05-21 19:00,20.3,,5.2,160,22
211,2019-05-21 20:00,19.4,,4.1,160,26
211,2019-05-21 21:00,18.7,,3,180,28
211,2019-05-21 22:00,14.5,,0.7,320,46
211,2019-05-21 23:00,12.8,,0.4,0,53
211,2019-05-22 0:00,11.4,,0.2,0,61
211,2019-05-22 1:00,10.2,,0.1,0,65
211,2019-05-22 2:00,9.4,,0.2,0,72
211,2019-05-22 3:00,8.5,,0.1,0,78
211,2019-05-22 4:00,7.9,,0.1,0,81
211,2019-05-22 5:00,7.3,,0,0,82
211,2019-05-22 6:00,7.6,,0.6,180,86
211,2019-05-22 7:00,9.4,,0.8,160,81
211,2019-05-22 8:00,13.8,,2,140,63
211,2019-05-22 9:00,16.6,,2.4,140,51
211,2019-05-22 10:00,18.9,,3.5,180,39
211,2019-05-22 11:00,21.1,,4,160,31
211,2019-05-22 12:00,22.9,,5.1,160,26
211,2019-05-22 13:00,23,,6.3,160,25
211,2019-05-22 14:00,23.9,,4.3,160,25
211,2019-05-22 15:00,24.8,,4.6,180,22
211,2019-05-22 16:00,25,,5.4,180,20
211,2019-05-22 17:00,24.9,,3.9,200,18
211,2019-05-22 18:00,23.9,,4.4,200,20
211,2019-05-22 19:00,23.2,,4.2,160,23
211,2019-05-22 20:00,22.1,,3.5,160,26
211,2019-05-22 21:00,18.4,,0.9,290,37
211,2019-05-22 22:00,16,,0.7,290,47
211,2019-05-22 23:00,13.9,,0.1,0,57
211,2019-05-23 0:00,12.7,,0.3,0,65
211,2019-05-23 1:00,11.6,,0.3,0,70
211,2019-05-23 2:00,10.9,,0.4,0,73
211,2019-05-23 3:00,10,,0.4,0,74
211,2019-05-23 4:00,9.6,,0.3,0,74
211,2019-05-23 5:00,8.4,,0.2,0,80
211,2019-05-23 6:00,8.6,,0.5,320,81
211,2019-05-23 7:00,10.3,,0.4,0,77
211,2019-05-23 8:00,13.6,,0.5,90,60
211,2019-05-23 9:00,17.1,,2.6,160,48
211,2019-05-23 10:00,20.9,,2.8,140,41
211,2019-05-23 11:00,22.9,,2.9,160,36
211,2019-05-23 12:00,24.6,,3.7,160,32
211,2019-05-23 13:00,26.4,,3.6,180,25
211,2019-05-23 14:00,26.7,,3.9,180,26
211,2019-05-23 15:00,27.1,,4.3,180,26
211,2019-05-23 16:00,27.4,,3.3,160,25
211,2019-05-23 17:00,27.2,,4.4,180,22
211,2019-05-23 18:00,26.4,,3.5,160,25
211,2019-05-23 19:00,23.6,,0.7,320,33
211,2019-05-23 20:00,20.1,,0.6,320,46
211,2019-05-23 21:00,18.2,,0.1,0,52
211,2019-05-23 22:00,16.6,,0.4,0,57
211,2019-05-23 23:00,15,,0.2,0,63
211,2019-05-24 0:00,13.8,,0,0,67
211,2019-05-24 1:00,12.9,,0.2,0,72
211,2019-05-24 2:00,12,,0.2,0,76
211,2019-05-24 3:00,11.2,,0,0,78
211,2019-05-24 4:00,10.6,,0.3,0,82
211,2019-05-24 5:00,10,,0.2,0,84
211,2019-05-24 6:00,10.2,,0.2,0,85
211,2019-05-24 7:00,11.9,,0.5,180,84
211,2019-05-24 8:00,14.4,,0.8,160,70
211,2019-05-24 9:00,19,,0.6,50,56
211,2019-05-24 10:00,22.7,,1.5,160,42
211,2019-05-24 11:00,26.3,,2.6,160,31
211,2019-05-24 12:00,28.6,,2.2,200,24
211,2019-05-24 13:00,29.8,,3.2,230,23
211,2019-05-24 14:00,31,,2.8,160,23
211,2019-05-24 15:00,31.8,,3.1,160,21
211,2019-05-24 16:00,32.1,,2.2,180,19
211,2019-05-24 17:00,31.7,,1.6,230,20
211,2019-05-24 18:00,29.6,,1.6,200,26
211,2019-05-24 19:00,25.9,,0.3,0,36
211,2019-05-24 20:00,23.3,,0.3,0,48
211,2019-05-24 21:00,21.8,,0.4,0,54
211,2019-05-24 22:00,19.9,,0.2,0,63
211,2019-05-24 23:00,18.6,,0.2,0,69
211,2019-05-25 0:00,17.5,,0,0,76
211,2019-05-25 1:00,16.7,,0,0,80
211,2019-05-25 2:00,15.9,,0,0,83
211,2019-05-25 3:00,15.5,,0,0,86
211,2019-05-25 4:00,15,,0.1,0,88
211,2019-05-25 5:00,14.4,,0,0,89
211,2019-05-25 6:00,14.9,,0.4,0,91
211,2019-05-25 7:00,15.9,,0.2,0,91
211,2019-05-25 8:00,18.7,,0.7,200,81
211,2019-05-25 9:00,21.6,,2.1,160,65
211,2019-05-25 10:00,23.6,,1.9,180,56
211,2019-05-25 11:00,25,,1.9,160,48
211,2019-05-25 12:00,26.2,,2.8,160,46
211,2019-05-25 13:00,27.1,,3,160,38
211,2019-05-25 14:00,27.1,,3.2,230,30
211,2019-05-25 15:00,26.9,,3.1,180,30
211,2019-05-25 16:00,26.8,,1.5,160,28
211,2019-05-25 17:00,26.5,,2.7,160,30
211,2019-05-25 18:00,25.9,,2,160,31
211,2019-05-25 19:00,24,,0.6,270,38
211,2019-05-25 20:00,21.1,,0.3,0,48
211,2019-05-25 21:00,18.5,,0.4,0,54
211,2019-05-25 22:00,16.8,,0.3,0,64
211,2019-05-25 23:00,16.1,,0.7,200,68
211,2019-05-26 0:00,15.6,,0.8,200,70
211,2019-05-26 1:00,14.9,,0.3,0,68
211,2019-05-26 2:00,14.7,,0.7,180,68
211,2019-05-26 3:00,14.1,,0.6,200,76
211,2019-05-26 4:00,13.3,,0,0,71
211,2019-05-26 5:00,12.9,,0.5,180,79
211,2019-05-26 6:00,12.7,,0.2,0,78
211,2019-05-26 7:00,15.2,,0.1,0,74
211,2019-05-26 8:00,16.1,,1.3,180,68
211,2019-05-26 9:00,20.6,,1.1,160,52
211,2019-05-26 10:00,24.7,,2.3,140,38
211,2019-05-26 11:00,26.4,,2.8,230,33
211,2019-05-26 12:00,28.3,,2.6,200,28
211,2019-05-26 13:00,29.5,,3.2,160,24
211,2019-05-26 14:00,29.3,,3.1,250,24
211,2019-05-26 15:00,29.4,,3.6,200,20
211,2019-05-26 16:00,29.2,,3.1,160,22
211,2019-05-26 17:00,28.9,,3.2,180,23
211,2019-05-26 18:00,27.5,,1.3,200,29
211,2019-05-26 19:00,24.8,,0.5,340,39
211,2019-05-26 20:00,22.4,,0.1,0,46
211,2019-05-26 21:00,20.8,,0.4,0,56
211,2019-05-26 22:00,19.4,,0.1,0,60
211,2019-05-26 23:00,20,,1.4,200,55
211,2019-05-27 0:00,19.5,,1.7,160,57
211,2019-05-27 1:00,18.3,,0.8,270,63
211,2019-05-27 2:00,17.8,,1,110,65
211,2019-05-27 3:00,17.5,,0.3,0,67
211,2019-05-27 4:00,17.6,,0.3,0,65
211,2019-05-27 5:00,17.3,0,0.6,180,70
211,2019-05-27 6:00,17.3,0,0.6,140,70
211,2019-05-27 7:00,17.8,,1.2,160,70
211,2019-05-27 8:00,16.9,0.5,1.3,140,82
211,2019-05-27 9:00,16.7,0,0.5,200,88
211,2019-05-27 10:00,17,0,0.6,180,90
211,2019-05-27 11:00,17.3,0,1,160,90
211,2019-05-27 12:00,17.7,0.5,0.7,230,91
211,2019-05-27 13:00,18.2,0,1.1,180,90
211,2019-05-27 14:00,18.6,0.5,2.1,160,90
211,2019-05-27 15:00,19.1,0,4,160,87
211,2019-05-27 16:00,19.6,0,6.2,160,86
211,2019-05-27 17:00,19,1.5,4.5,160,87
211,2019-05-27 18:00,18.8,0.5,4.3,160,84
211,2019-05-27 19:00,18.7,0.5,3.6,160,80
211,2019-05-27 20:00,18.3,,3.6,160,80
211,2019-05-27 21:00,17.9,0,4.3,160,77
211,2019-05-27 22:00,17.3,0,4.4,180,77
211,2019-05-27 23:00,17,,3.3,180,73
211,2019-05-28 0:00,16.5,,2.5,200,66
211,2019-05-28 1:00,15.5,,1.9,230,65
211,2019-05-28 2:00,13.4,,1.3,250,75
211,2019-05-28 3:00,11.8,,0.3,0,78
211,2019-05-28 4:00,11.2,,0.9,180,85
211,2019-05-28 5:00,10,,0.1,0,87
211,2019-05-28 6:00,9.6,,0.4,0,90
211,2019-05-28 7:00,11.7,,1.1,180,84
211,2019-05-28 8:00,14.2,,1.8,180,64
211,2019-05-28 9:00,15.2,,2.9,270,53
211,2019-05-28 10:00,17.3,,2.4,160,49
211,2019-05-28 11:00,19.2,,3.4,180,44
211,2019-05-28 12:00,20.8,,3.3,180,36
211,2019-05-28 13:00,22,,4.4,180,29
211,2019-05-28 14:00,23,,4,180,27
211,2019-05-28 15:00,23.4,,3.8,180,29
211,2019-05-28 16:00,23.3,,5.2,180,26
211,2019-05-28 17:00,22.8,,5.7,160,27
211,2019-05-28 18:00,22,,4.6,160,28
211,2019-05-28 19:00,21.3,,5.2,180,24
211,2019-05-28 20:00,20.6,,3.3,200,21
211,2019-05-28 21:00,19.4,,2.9,160,24
211,2019-05-28 22:00,18.6,,2.6,160,26
211,2019-05-28 23:00,15.2,,1.1,290,38
211,2019-05-29 0:00,13.7,,0.4,0,46
211,2019-05-29 1:00,12.3,,0.1,0,56
211,2019-05-29 2:00,11.9,0,0.8,110,56
211,2019-05-29 3:00,10.6,,0.2,0,62
211,2019-05-29 4:00,10,,1.5,320,67
211,2019-05-29 5:00,8.7,,0.3,0,74
211,2019-05-29 6:00,8.7,,0.3,0,78
211,2019-05-29 7:00,10.8,,0.7,110,73
211,2019-05-29 8:00,13.8,,1,140,59
211,2019-05-29 9:00,17.2,,2.8,160,49
211,2019-05-29 10:00,19.8,,2.6,160,42
211,2019-05-29 11:00,22,,3.5,160,33
211,2019-05-29 12:00,23.4,,3.2,160,25
211,2019-05-29 13:00,24.2,,4.9,180,26
211,2019-05-29 14:00,25.3,,2.6,200,20
211,2019-05-29 15:00,25.9,,2.7,200,19
211,2019-05-29 16:00,25.6,,3.7,180,21
211,2019-05-29 17:00,26.3,,1.6,160,24
211,2019-05-29 18:00,24.4,,1.9,250,27
211,2019-05-29 19:00,23.4,,2.3,200,31
211,2019-05-29 20:00,22,,1.6,230,32
211,2019-05-29 21:00,18.8,,0.7,270,43
211,2019-05-29 22:00,18.6,,1.3,180,44
211,2019-05-29 23:00,15.3,,0.5,20,55
211,2019-05-30 0:00,14,,0.4,0,60
211,2019-05-30 1:00,12.6,,0.2,0,64
211,2019-05-30 2:00,11.5,,0,0,72
211,2019-05-30 3:00,10.7,,0.1,0,75
211,2019-05-30 4:00,9.8,,0.2,0,76
211,2019-05-30 5:00,9.5,,0.3,0,78
211,2019-05-30 6:00,9.6,,0.4,0,81
211,2019-05-30 7:00,12,,0.6,90,72
211,2019-05-30 8:00,14.2,,0.5,160,65
211,2019-05-30 9:00,17.5,,2,160,49
211,2019-05-30 10:00,20.1,,2.4,160,40
211,2019-05-30 11:00,22.4,,3,160,29
211,2019-05-30 12:00,23.2,,2.8,180,30
211,2019-05-30 13:00,23.9,,4.5,180,32
211,2019-05-30 14:00,24.5,,4.1,180,31
211,2019-05-30 15:00,24.7,,4.2,180,32
211,2019-05-30 16:00,24.3,,4.3,180,35
211,2019-05-30 17:00,24.1,,3.5,160,36
211,2019-05-30 18:00,23.8,,2.9,160,35
211,2019-05-30 19:00,23.1,,1.5,140,36
211,2019-05-30 20:00,22.3,,2.8,200,37
211,2019-05-30 21:00,21.6,,3,160,40
211,2019-05-30 22:00,20.8,,4.6,160,43
211,2019-05-30 23:00,19.8,,3.9,160,48
211,2019-05-31 0:00,18.6,,4.1,160,52
211,2019-05-31 1:00,17.9,,4.9,160,53
